n_months,pearson_corr,pearson_p_value,r2,avg_top10_return,avg_bottom20_return,avg_top_minus_bottom,annualized_top_minus_bottom,top_minus_bottom_t_stat,top_minus_bottom_p_value,avg_top10_excess_vs_random,annualized_top10_excess_vs_random,top_minus_random_p_value,avg_top10_excess_vs_spy,annualized_top10_excess_vs_spy,top_minus_spy_p_value,percent_months_top_beats_bottom,percent_months_top_beats_spy,avg_spearman_ic,median_spearman_ic,percent_positive_ic,spearman_ic_t_stat,spearman_ic_p_value,avg_top10_hits,avg_top10_hit_rate,n_train_rows,n_val_rows,n_test_rows,n_features,n_stocks_loaded
60,0.05770014202417134,4.663553435459449e-188,-38.02943368000289,0.023932925513198915,0.009066297142255701,0.014866628370943217,0.17839954045131862,1.9534224468427768,0.055516639449990496,0.010827961673656404,0.12993554008387684,0.0823001359761637,0.01155948395321075,0.138713807438529,0.04432215626685522,0.6166666666666667,0.6,0.041811664625186054,0.02413157020587882,0.5666666666666667,1.544137827075458,0.1279021818197138,1.3166666666666667,0.13166666666666665,653098,101629,256531,69,206
