year,rank_model_return,spy_return,bottom20_return,top_minus_bottom_return,excess_vs_spy
2021,0.19372257683873673,0.2904831588172194,0.2617439155427077,-0.06906088677334432,-0.0967605819784827
2022,0.1791541119345439,-0.16226564905874163,-0.1827882826255256,0.4548041077102072,0.3414197609932855
2023,0.382294836317278,0.1871994631732703,0.14982138677946422,0.21680636675928788,0.1950953731440077
2024,0.5545589041235983,0.2955516355030048,0.10235776647177675,0.4055966893585956,0.25900726862059353
2025,0.20208105928429188,0.1944676227065396,0.2636206327061632,-0.05151279846528123,0.007613436577752264
