year,mean_monthly_rebalance_ic,daily_panel_ic
2021,-0.009570691186483007,0.017005001106827067
2022,0.07967467895484519,0.0763646237934064
2023,0.08390309866587509,0.04233314819970809
2024,0.0805417810031898,0.04863307282347152
2025,-0.025490544311496794,0.01656003672404583
