,total_return,CAGR,annual_return,annual_volatility,sharpe,max_drawdown,n_periods,annual_excess_return_vs_spy,beta_vs_spy,alpha_vs_spy,top_minus_bottom_p,top_minus_random_p,top_minus_spy_p,spearman_ic_mean,spearman_ic_p
hmm_as_feature,1.963851523282484,0.24271427961732783,0.23448474714804113,0.1782066837201071,1.091343731268242,-0.1338948807977689,60.0,0.08600344842818308,0.9818890820015969,0.08869258105359487,0.06607604897226681,0.0791728955838471,0.08521590047785044,0.02263723171853981,0.1705134482291301
one_model_per_regime,2.0693348428857896,0.25143660440041193,0.2435158285605325,0.18818969820261158,1.081439794549329,-0.1579619234355425,60.0,0.09503452984067448,1.0228578815696028,0.09164056189923511,0.3991224701575909,0.062288561694986866,0.07784322841291537,0.010072546496776502,0.659308684894117
