hmm_regime,n_months,CAGR,sharpe,avg_ic
0,22,0.27516766245988644,1.4489677825405753,0.016770385122315705
1,15,0.2260019503865669,1.2205170513060437,0.010214771170620503
2,14,0.6017963519985194,1.7992494274120312,0.09937524635467619
3,9,-0.1639514228637199,-1.1504577773926083,-0.005452186182025041
