date,top10_return,bottom20_return,random_top10_return,top_minus_bottom,spy_return,spearman_ic,hmm_regime
2021-01-04,0.06523797404262198,0.04902394917846344,0.026186021511897115,0.016214024864158537,0.03459958147998621,0.10178880635517452,1
2021-02-01,-0.003111786834763197,0.15519344093976634,0.05159454717391164,-0.15830522777452954,0.027403449288907034,-0.5403538034221258,1
2021-03-01,0.07804558594535574,0.001181938149758427,0.0414127357552795,0.07686364779559732,0.019241951264453938,0.33652458460255424,1
2021-04-01,0.023260677265253393,0.007538938664987965,0.03482925804280525,0.015721738600265427,0.04166146730389819,0.11361146645369669,0
2021-05-03,0.028275881258430245,0.009464107872692607,0.012632138831832935,0.01881177338573764,0.003515064478357921,0.18729530500173155,0
2021-06-01,0.049531793914365185,-0.00395576343476729,0.00277350948506065,0.05348755734913248,0.022468242997173205,0.2454615487910892,2
2021-07-01,0.015773250660230165,0.02434420141650175,0.01386886255422869,-0.008570950756271584,0.018771972649954227,-0.03953749708462022,0
2021-08-02,-0.012856718717905568,0.042714450074654284,0.023370215079893928,-0.055571168792559855,0.03345599762334617,-0.24831544055805668,0
2021-09-01,0.013368388438141976,-0.04073262791527504,-0.03633900177456043,0.05410101635341701,-0.04711192433960831,0.1834929430140433,1
2021-10-01,0.10090045402984753,0.029330632661310623,0.05364102260163206,0.0715698213685369,0.057594902763331346,0.11987617586984331,2
2021-11-01,-0.01582493493266731,-0.03182399518637775,-0.01888373132344296,0.015999060253710437,-0.009738303000511372,0.07849121145514557,1
2021-12-01,0.07959583551225023,0.05508606609624407,0.07693837742242644,0.02450976941600616,0.06067225374376606,0.1430804786170145,0
2022-01-03,-0.04772594900508921,-0.011276401652927126,-0.02881630631407417,-0.03644954735216208,-0.05183056774676187,-0.06631517198973787,2
2022-02-01,-0.018378852324221363,-0.0550556994398871,-0.0177261493992676,0.03667684711566574,-0.03324870221329723,0.1254821861461153,1
2022-03-01,0.0899832507768413,0.07674611310635002,0.07372992671732768,0.013237137670491284,0.076756702020782,0.04853594928299326,3
2022-04-01,-0.11346921512382106,-0.028987720647800485,-0.06427706517921476,-0.08448149447602057,-0.08487149861186305,-0.3042412591613601,2
2022-05-02,0.041134360159937634,0.025425453600209636,0.013045495442722151,0.015708906559727998,-0.0037396737179195005,0.011699684078846005,0
2022-06-01,-0.08771374867882918,-0.06545980942049484,-0.07442713149593985,-0.02225393925833434,-0.07497839098413539,-0.15228106381324608,3
2022-07-01,0.16589900936362384,-0.002584223671463143,0.0715809333123052,0.16848323303508697,0.07745777141584753,0.5220233089030397,2
2022-08-01,0.015735259184536797,-0.01934739010257605,-0.007545410050838309,0.03508264928711285,-0.019816418429204008,-0.09247231272660453,3
2022-09-01,-0.08390039186575461,-0.06346370909548138,-0.08907083911557433,-0.020436682770273232,-0.09528473758815603,0.02644832533518033,2
2022-10-03,0.08467249536103769,0.10025220872633507,0.07535129629736821,-0.015579713365297385,0.053462809346793705,-0.07953580086365918,2
2022-11-01,0.07180334577378653,0.05007766234066383,0.07061381060789475,0.021725683433122693,0.060230938838836234,0.1859807337569174,2
2022-12-01,-0.05923579422090776,-0.026158766301508762,-0.04469499905208102,-0.033077027919398996,-0.05693429735745792,-0.23332226077983761,3
2023-01-03,0.1352765304489909,0.07721390585362026,0.07175764846899216,0.05806262459537065,0.07872480230227374,0.22369196627347324,2
2023-02-01,-0.04129542916628999,-0.025858809772340414,-0.03132358759099161,-0.015436619393949576,-0.0316212033013924,0.0826625015018623,1
2023-03-01,0.012010611381321923,0.04087667680330083,2.3606062824211403e-05,-0.028866065421978906,0.020625642921485277,-0.07515813726668127,1
2023-04-03,-0.0346249123180495,0.0004586685307111371,-0.00502457368154799,-0.035083580848760634,-0.0002676967935832941,-0.08792926758592419,3
2023-05-01,-0.025025154543506678,0.05104049883236732,-0.013857107758462448,-0.076065653375874,0.011239151615144216,-0.10046434048808758,3
2023-06-01,0.055475015841620914,0.07471528283954851,0.06264401570258943,-0.019240266997927594,0.05477834116709679,0.1275134107469733,0
2023-07-03,-0.0060000780411295085,0.07912420198437238,0.03206208020643618,-0.08512428002550189,0.028594604912354882,-0.3894014460283693,1
2023-08-01,-0.006467201445906767,-0.016976437714664026,-0.017151740497348817,0.01050923626875726,-0.016035773395641106,-0.08095921295347408,0
2023-09-01,-0.0364350089040701,-0.06122922431863069,-0.04850029448959858,0.02479421541456059,-0.049586032264346325,0.10872210953346856,0
2023-10-02,-0.02317760606278372,-0.005699559190656988,-0.019611315275708436,-0.01747804687212673,-0.02742739463153221,-0.08090125873730486,3
2023-11-01,0.08043337873373653,0.07677889216766888,0.07992145334771875,0.0036544865660676495,0.07982773387592879,-0.08358976896056992,1
2023-12-01,0.024296853377976525,0.06421902413382366,0.04086896334800886,-0.039922170755847135,0.033688307863693145,-0.18332332091793824,2
2024-01-02,0.09141181088088136,-0.008230264115660236,0.012526880089669547,0.0996420749965416,0.021643944179497332,0.22268668774637485,0
2024-02-01,0.024910902799051747,0.03546651398158407,0.03626727395593681,-0.010555611182532322,0.04834417317366779,-0.01766377401066986,0
2024-03-01,0.062493227434090845,0.03515392467788685,0.031243727060148014,0.027339302756203998,0.021316851983411045,0.14571603682912895,0
2024-04-01,-0.046788675718000064,-0.014333777204465404,-0.02100000685574435,-0.03245489851353466,-0.023172921509092337,-0.05616999345321837,0
2024-05-01,0.023171941498251514,0.02212255595840673,0.024295869443221898,0.0010493855398447834,0.044488816938366815,-0.09320527642740734,0
2024-06-03,0.013899909367446606,-0.005820029552944495,0.018984676515451923,0.019719938920391103,0.04354145438578794,-0.04319204357092114,0
2024-07-01,0.08681394666742444,-0.010660241937421017,0.03295815149480853,0.09747418860484545,-0.006124674178053624,0.2395843490131075,1
2024-08-01,0.06105469386840172,0.015357062747568257,0.0285405032650444,0.045697631120833464,0.02824988438058429,0.213590840077447,2
2024-09-03,0.05064471043508219,0.012997013454306683,0.024763003569511458,0.037647696980775504,0.0331185683024422,0.0625120140407572,1
2024-10-01,-0.017118794655736336,0.00581123299369814,0.002324857275773454,-0.022930027649434477,0.02312620027434842,-0.05829560808457884,0
2024-11-01,0.05452838758706283,0.010493499121811911,0.05329985641902483,0.04403488846525092,0.0570713492147128,-0.011143458093632907,0
2024-12-02,-0.05779562756861647,-0.05807213554951455,-0.05867765152450016,0.00027650798089808026,-0.02580626091399285,0.017414439135824824,3
2025-01-02,0.004564964656007975,0.024336747756821476,0.039236835079799574,-0.0197717831008135,0.022458281635565847,-0.1310888551489741,0
2025-02-03,0.011334595767041567,-0.05954273542155919,-0.013346146207791806,0.07087733118860076,-0.034980058049749796,0.145951442381357,0
2025-03-03,0.0067177009714688655,-0.024443981754617546,-0.020143456996609653,0.03116168272608641,-0.03888047901628955,-0.03285927205360003,3
2025-04-01,0.046625904477844114,-0.011956565333855229,-0.02062349175479289,0.058582469811699345,-0.011462271322651985,0.07573372706885263,1
2025-05-01,0.022422138798107227,0.01391968036528261,0.043044945460033464,0.008502458432824617,0.055365626910969024,0.07661266732598794,2
2025-06-02,0.04501332813207866,0.06296976834296736,0.04181497646056173,-0.0179564402108887,0.04515859662955801,-0.12478722959702468,0
2025-07-01,-0.009363172495010596,0.06807017871989249,0.0022607775103562554,-0.07743335121490308,0.02721605999462251,-0.19631151537100752,1
2025-08-01,0.07260472688899962,0.029136702073575927,0.04257645245778371,0.043468024815423695,0.037524961599673334,0.16594698499811952,0
2025-09-02,0.0444659752130445,0.03408228521679265,0.018754047198060314,0.010383689996251846,0.04335188808105306,-0.0065217088492986585,1
2025-10-01,-0.02410005941275285,0.01543796401724461,0.0003773387919435082,-0.03953802342999746,0.02833420557507349,-0.10698555529244612,0
2025-11-03,0.01823687597149054,0.03275108070857232,0.018774311090900008,-0.01451420473708178,-0.0026487545300103443,-0.054884316975665474,2
2025-12-01,0.016362561954790945,0.021138250229476147,0.018265422280352467,-0.004775688274685202,0.012891974361796121,0.03743087573651293,2
