year,mean_monthly_rebalance_ic,daily_panel_ic
2021,0.02595406539402977,-0.006383764271021409
2022,0.06239065853422951,0.08521046833609999
2023,0.033278088358976894,0.06855671503246474
2024,-0.004389942100448989,0.013876000984178863
2025,0.01174775853983554,0.030791045935689446
