year,rank_model_return,spy_return,bottom20_return,top_minus_bottom_return,excess_vs_spy
2021,0.44664857181880757,0.2904831588172194,0.42069144884106535,0.007529508620377934,0.15616541300158815
2022,0.11747625530527239,-0.16226564905874163,-0.15953273416386016,0.32556984441366965,0.279741904364014
2023,0.6085483620616117,0.1871994631732703,0.11205300401940099,0.4431731356642765,0.42134889888834137
2024,0.24942394849343308,0.2955516355030048,0.18458838517732823,0.049197348882151326,-0.046127687009571705
2025,0.16459413815036372,0.1944676227065396,0.11200195004600189,0.042257566577243555,-0.02987348455617589
