n_months,pearson_corr,pearson_p_value,r2,avg_top10_return,avg_bottom20_return,avg_top_minus_bottom,annualized_top_minus_bottom,top_minus_bottom_t_stat,top_minus_bottom_p_value,avg_top10_excess_vs_random,annualized_top10_excess_vs_random,top_minus_random_p_value,avg_top10_excess_vs_spy,annualized_top10_excess_vs_spy,top_minus_spy_p_value,percent_months_top_beats_bottom,percent_months_top_beats_spy,avg_spearman_ic,median_spearman_ic,percent_positive_ic,spearman_ic_t_stat,spearman_ic_p_value,avg_top10_hits,avg_top10_hit_rate,n_train_rows,n_val_rows,n_test_rows,n_features,n_stocks_loaded
60,0.028607949911225616,1.3512513102940943e-47,-33.93792314024602,0.022688248822622097,0.01233939650132735,0.01034885232129475,0.124186227855537,1.6980560437531518,0.09476600711717997,0.009486685543791088,0.11384022652549305,0.019671045053584822,0.010314807262633929,0.12377768715160714,0.022241856686829424,0.5166666666666667,0.55,0.03255270893417832,0.01988748400958365,0.6,1.7992962993534063,0.07708625744400639,0.6666666666666666,0.06666666666666667,653098,101629,256531,69,206
