year,mean_monthly_rebalance_ic,daily_panel_ic
2021,0.014773377812016318,0.02110488054486665
2022,0.08811314264982695,0.016356831783250203
2023,0.04905765502163859,0.024050716627837213
2024,0.07427927363225659,0.06258082636050874
2025,-0.06345990444484685,0.002645593117024476
