n_months,pearson_corr,pearson_p_value,r2,avg_top10_return,avg_bottom20_return,avg_top_minus_bottom,annualized_top_minus_bottom,top_minus_bottom_t_stat,top_minus_bottom_p_value,avg_top10_excess_vs_random,annualized_top10_excess_vs_random,top_minus_random_p_value,avg_top10_excess_vs_spy,annualized_top10_excess_vs_spy,top_minus_spy_p_value,percent_months_top_beats_bottom,percent_months_top_beats_spy,avg_spearman_ic,median_spearman_ic,percent_positive_ic,spearman_ic_t_stat,spearman_ic_p_value,avg_top10_hits,avg_top10_hit_rate,n_train_rows,n_val_rows,n_test_rows,n_features,n_stocks_loaded
60,0.026564918176842593,2.795083882650285e-41,-34.008641737246,0.020193378787240476,0.011611138801043898,0.008582239986196567,0.10298687983435881,1.4552072805940577,0.15091216137132016,0.0071879597685852135,0.08625551722302256,0.067462996604149,0.007819937227252301,0.09383924672702762,0.08003195177726526,0.5,0.5666666666666667,0.03107256355962491,0.02194196646217094,0.5833333333333334,1.710270729777602,0.09247012375903037,0.7,0.06999999999999999,653098,101629,256531,69,206
