year,rank_model_return,spy_return,bottom20_return,top_minus_bottom_return,excess_vs_spy
2021,0.49548297685050446,0.2904831588172194,0.4000447413078718,0.05054995909436166,0.20499981803328504
2022,0.08994650238455426,-0.16226564905874163,-0.24974313432746786,0.44633364492738403,0.2522121514432959
2023,0.15983619277267702,0.1871994631732703,0.1735021271902426,-0.006601738394991119,-0.027363270400593276
2024,0.268860076490097,0.2955516355030048,0.12066572479879722,0.12913651530437442,-0.026691559012907762
2025,0.2721522481551406,0.1944676227065396,0.3547630177759442,-0.07716133302632655,0.077684625448601
