portfolio,total_return,CAGR,annual_return,annual_volatility,sharpe,max_drawdown,annual_excess_return_vs_spy,beta_vs_spy,alpha_vs_spy,n_periods
RankModel_Top10,1.1473432737095388,0.16514585695104134,0.1679672899076295,0.170778495846671,0.7493173497822674,-0.19832196385899636,0.01948599118777143,0.8758578134928761,0.03791878426627206,60
SPY,0.9861473529818718,0.14710267669378707,0.14848129871985805,0.145422732866607,0.745972081403294,-0.2046748947995901,0.0,1.016949152542373,-0.0025166321816925408,60
bottom20_Predicted,1.05228885607385,0.15464292126205148,0.15592097611278016,0.15119348798943133,0.7667061435931898,-0.25375799750060224,0.007439677392922159,0.9649727679089353,0.012640566304365317,60
TopMinusBottom,0.012190507330491318,0.0024262990107566385,0.01204631379484927,0.14051498870765838,-0.19893739779824068,-0.2495266135528782,,,,60
Oracle_Top10,11371.815532810933,5.474013474719338,2.0402087936274462,0.21373336401358176,9.358430317413346,0.0,1.8917274949075886,1.1194186476406114,1.8739960590145412,60
