n_months,pearson_corr,pearson_p_value,r2,avg_top10_return,avg_bottom20_return,avg_top_minus_bottom,annualized_top_minus_bottom,top_minus_bottom_t_stat,top_minus_bottom_p_value,avg_top10_excess_vs_random,annualized_top10_excess_vs_random,top_minus_random_p_value,avg_top10_excess_vs_spy,annualized_top10_excess_vs_spy,top_minus_spy_p_value,percent_months_top_beats_bottom,percent_months_top_beats_spy,avg_spearman_ic,median_spearman_ic,percent_positive_ic,spearman_ic_t_stat,spearman_ic_p_value,avg_top10_hits,avg_top10_hit_rate,n_train_rows,n_val_rows,n_test_rows,n_features,n_stocks_loaded
60,0.009934316970711492,4.860967109209923e-07,-35.753504860589025,0.013997274158969125,0.012993414676065015,0.0010038594829041058,0.01204631379484927,0.19169753185275903,0.848637363152697,0.0008380764849011986,0.010056917818814383,0.8245434789864778,0.0016238325989809527,0.01948599118777143,0.7128819386795402,0.5333333333333333,0.5333333333333333,0.021537708929260754,0.012679251683852682,0.5333333333333333,1.165953074008529,0.24832518215510804,0.7666666666666667,0.07666666666666665,653098,101629,256531,69,206
