year,rank_model_return,spy_return,bottom20_return,top_minus_bottom_return,excess_vs_spy
2021,0.2364603863158674,0.2904831588172194,0.43868968674313,-0.15245267171013432,-0.05402277250135201
2022,0.10828900691682897,-0.16226564905874163,-0.21289979527423952,0.40263154174121163,0.2705546559755706
2023,0.222765256004543,0.1871994631732703,0.20670183717982504,0.00911353822116956,0.0355657928312727
2024,0.15536075345468858,0.2955516355030048,0.17174686397671168,-0.01385670698278274,-0.1401908820483162
2025,0.1091940793572137,0.1944676227065396,0.28176248802616155,-0.14439238354097828,-0.08527354334932591
