year,mean_monthly_rebalance_ic,daily_panel_ic
2021,0.015170458427273348,-0.007809148854979273
2022,0.07203367469780174,0.0257735528016896
2023,0.0632597361905233,0.043770786925829926
2024,0.026999438183987774,0.017329501706623517
2025,-0.06977476285328243,-0.02592093888782796
