date,spearman_ic,top_minus_bottom,top10_return,bottom20_return,spy_return
2021-01-04,-0.008489585910057884,0.013853881383623985,0.07262377226884884,0.05876989088522485,0.03459958147998621
2021-02-01,-0.05469040433667159,-0.06486579359790517,0.03424427124073974,0.09911006483864492,0.027403449288907034
2021-03-01,0.14970422146991683,0.007960603378797736,0.024863600237910954,0.016902996859113218,0.019241951264453938
2021-04-01,-0.13121117244206346,-0.03002120534083572,0.021403281917751916,0.051424487258587635,0.04166146730389819
2021-05-03,0.17635750683789075,0.01388847683247293,0.011520517556904997,-0.0023679592755679324,0.003515064478357921
2021-06-01,-0.05225067318769392,-0.048108663739332466,-0.03226591134030804,0.015842752399024423,0.022468242997173205
2021-07-01,-0.09126940936172619,-0.03965292054312415,-0.016136317913018682,0.023516602630105472,0.018771972649954227
2021-08-02,-0.11206225130927056,-0.05401106049532013,0.0009537731647110582,0.05496483366003119,0.03345599762334617
2021-09-01,0.2334169664501629,0.08741965742721595,0.034772763885186596,-0.05264689354202936,-0.04711192433960831
2021-10-01,0.06847219964520712,0.026852404335234788,0.07043596243558203,0.043583558100347246,0.057594902763331346
2021-11-01,-0.13725113258087088,-0.08763184143831425,-0.08376301131168509,0.0038688301266291527,-0.009738303000511372
2021-12-01,0.14131923585245706,0.023626890054143673,0.08831135468452647,0.0646844646303828,0.06067225374376606
2022-01-03,0.14822285516393272,0.07096329684433908,0.020835181073507347,-0.050128115770831726,-0.05183056774676187
2022-02-01,0.24710122905343804,0.07954364047468752,0.019037913177674438,-0.06050572729701309,-0.03324870221329723
2022-03-01,0.15353485380695592,-0.0029698024836275067,0.07117937091708108,0.07414917340070859,0.076756702020782
2022-04-01,-0.09607819578630444,-0.04162533123705155,-0.1220563529167245,-0.08043102167967295,-0.08487149861186305
2022-05-02,-0.036665229590574666,-0.005823219173120481,-0.004628879484461723,0.0011943396886587576,-0.0037396737179195005
2022-06-01,-0.10137181870224961,-0.021617096365961673,-0.08262202604128566,-0.061004929675323984,-0.07497839098413539
2022-07-01,0.38582100628308513,0.13341607438737735,0.16791559222513522,0.034499517837757857,0.07745777141584753
2022-08-01,0.21064378653059207,0.04675267056866807,0.016051317617422976,-0.03070135295124509,-0.019816418429204008
2022-09-01,0.07529666197850039,0.030093405508030815,-0.0718535025675959,-0.10194690807562672,-0.09528473758815603
2022-10-03,-0.09248220734887733,0.0038004709638488135,0.057795197370632455,0.05399472640678364,0.053462809346793705
2022-11-01,-0.03206140319879003,0.03181461035563976,0.10177827831631533,0.06996366796067557,0.060230938838836234
2022-12-01,0.0024425581839127575,0.031225349953955553,-0.033492024351589114,-0.06471737430554467,-0.05693429735745792
2023-01-03,0.15475330586397723,0.024036317760563794,0.10328472529089079,0.079248407530327,0.07872480230227374
2023-02-01,0.022281275840866203,0.019364928562277985,-0.013129531806452687,-0.032494460368730674,-0.0316212033013924
2023-03-01,0.0867009209066301,-0.028158939026385325,-0.008186267129609681,0.019972671896775644,0.020625642921485277
2023-04-03,0.04651885985681068,-0.007004768143702728,-0.01285752400553224,-0.005852755861829512,-0.0002676967935832941
2023-05-01,-0.06881285735488477,-0.0619348104186896,-0.013042929614070808,0.04889188080461879,0.011239151615144216
2023-06-01,0.31588722957643944,0.0316299540897434,0.08483905247115461,0.05320909838141121,0.05477834116709679
2023-07-03,-0.08178894770692129,0.014160786830855018,0.042984425777012315,0.028823638946157297,0.028594604912354882
2023-08-01,0.0030772275268391627,0.00873476816647398,-0.013008455596776426,-0.021743223763250406,-0.016035773395641106
2023-09-01,0.13500363980747893,0.021966479284894137,-0.019990898759421383,-0.04195737804431552,-0.049586032264346325
2023-10-02,0.12990508230205455,0.02050488069911159,-0.022103496173056125,-0.042608376872167716,-0.02742739463153221
2023-11-01,0.07506625863129103,-0.012963045484113145,0.06724469927792799,0.08020774476204114,0.07982773387592879
2023-12-01,-0.05947516096430162,-0.01706078873806511,0.017521364815416864,0.03458215355348197,0.033688307863693145
2024-01-02,0.1734493181596579,0.04728242231084885,0.061964271384174374,0.01468184907332552,0.021643944179497332
2024-02-01,0.22201808026075687,0.008854557780622547,0.02377865243887689,0.014924094658254344,0.04834417317366779
2024-03-01,0.03868451477204663,0.030664337961164044,0.029697383771099827,-0.0009669541900642175,0.021316851983411045
2024-04-01,-0.24405426864091598,-0.025670142874494477,-0.0294016459242763,-0.0037315030497818203,-0.023172921509092337
2024-05-01,-0.06919530303241352,-0.008770267736644438,0.019829260702447126,0.028599528439091564,0.044488816938366815
2024-06-03,0.057197977462356,-0.0237972394636195,0.006505478051461256,0.030302717515080756,0.04354145438578794
2024-07-01,-0.07364711454081989,-0.027293629938962848,-0.010064061249864763,0.017229568689098085,-0.006124674178053624
2024-08-01,0.10790210472064743,0.006609089899954734,0.01734272011058502,0.010733630210630285,0.02824988438058429
2024-09-03,0.09576548592441948,-0.003953778739808993,0.022347174351883593,0.026300953091692586,0.0331185683024422
2024-10-01,0.17767965343845327,0.022002859538284562,0.009514497875721017,-0.012488361662563546,0.02312620027434842
2024-11-01,0.05226003259461492,0.0017409782907036112,0.06110655958149954,0.05936558129079593,0.0570713492147128
2024-12-02,-0.21406722291094984,-0.03798822573174429,-0.06078605756378659,-0.022797831832042297,-0.02580626091399285
2025-01-02,-0.11009318716830799,-0.01876453165344372,0.03042037769596868,0.0491849093494124,0.022458281635565847
2025-02-03,-0.19341978799570975,-0.00796642053736638,-0.01500416991485779,-0.007037749377491409,-0.034980058049749796
2025-03-03,-0.06465295092699642,0.021909267629702054,0.000805112032607147,-0.021104155597094908,-0.03888047901628955
2025-04-01,-0.05261662325361117,0.027839921738396167,0.01724789238701756,-0.010592029351378606,-0.011462271322651985
2025-05-01,-0.1433870540875597,-0.052798203258265675,-0.003778396355352309,0.04901980690291337,0.055365626910969024
2025-06-02,0.20791881990778788,0.02106674601299969,0.05245515658511759,0.0313884105721179,0.04515859662955801
2025-07-01,-0.12863450850385144,-0.028492569004477115,-0.004006893461760442,0.024485675542716672,0.02721605999462251
2025-08-01,0.050635873577467926,-0.007908944639871074,0.04643890820474569,0.05434785284461676,0.037524961599673334
2025-09-02,-0.24491649371091082,-0.07950854378736348,-0.03055693510421269,0.04895160868315079,0.04335188808105306
2025-10-01,-0.1539148361215194,-0.0553881367604218,-0.013530239196339822,0.04185789756408198,0.02833420557507349
2025-11-03,0.1336964243428842,0.030778939062447812,0.02094844555041493,-0.009830493512032884,-0.0026487545300103443
2025-12-01,-0.13791283029906254,0.0016228212391991292,0.006103670874231781,0.004480849635032652,0.012891974361796121
