date,hmm_regime,hmm_cov_source,static_cov_nobs,hmm_same_regime_nobs,spy_return,bottom20_return,EqualWeight_Top10,Static_MinVar_Top10,Static_ScoreMV_Top10,HMM_MinVar_Top10,HMM_ScoreMV_Top10
2022-11-01,2,hmm_same_regime_cov,756,285,0.0602309388388362,0.028981003822048778,0.08666437228191098,0.07585014706215332,0.08570341957852219,0.07189843958923953,0.08760708804041946
2022-12-01,3,hmm_same_regime_cov,756,89,-0.0569342973574579,-0.0404873143854518,-0.04829957874333476,-0.024576345281132894,-0.047290689865244796,-0.027758196938613467,-0.03702531183405865
2023-01-03,2,hmm_same_regime_cov,756,307,0.0787248023022737,0.09035687253150076,0.14225742973807387,0.10198943583031962,0.10952343670216169,0.10277292390474851,0.1000609911105253
2023-02-01,1,hmm_same_regime_cov,756,172,-0.0316212033013924,-0.017079400773289576,-0.04576360099403008,-0.027074094619297655,-0.01975659867977196,-0.03227717553565555,-0.029684919846520236
2023-03-01,1,hmm_same_regime_cov,756,187,0.0206256429214852,0.02078290136161621,0.00405872473031302,0.02250962210008415,0.038713056085906174,0.03480121901720324,0.04588848608911355
2023-04-03,3,hmm_same_regime_cov,756,105,-0.0002676967935832,0.0033872112770022694,-0.00591792892129388,0.014206426115081983,0.0005324491500948915,0.012267811522827344,-0.010175775298128338
2023-05-01,3,hmm_same_regime_cov,756,124,0.0112391516151442,-0.012708793296309326,0.007406072120258037,-0.013082065223483017,0.04739126920218228,-0.03449169962723504,0.049239838369310895
2023-06-01,0,hmm_same_regime_cov,756,145,0.0547783411670967,0.06531229672827404,0.08292610905363401,0.05625207099480301,0.08548658760503433,0.058419633023654355,0.08666391726366732
2023-07-03,1,hmm_same_regime_cov,756,183,0.0285946049123548,0.05605946268382259,0.0005138314376775085,0.000810367025992499,0.005683458603638369,0.003923171533915239,0.005683458603638376
2023-08-01,0,hmm_same_regime_cov,756,165,-0.0160357733956411,-0.033079257371049026,-0.05652935649396867,-0.04489979070691608,-0.05368608474696006,-0.04517766576818714,-0.05270958670912518
2023-09-01,0,hmm_same_regime_cov,756,188,-0.0495860322643463,-0.046015872366285064,-0.06095164779846396,-0.054964818913180766,-0.07920430427444454,-0.05429107059081327,-0.07883998296925801
2023-10-02,3,hmm_same_regime_cov,756,151,-0.0274273946315322,-0.04344546544942174,-0.04659073122477621,-0.051924338436066274,-0.06217049643210362,-0.05785484615161402,-0.06247821346048837
2023-11-01,1,hmm_same_regime_cov,756,167,0.0798277338759287,0.07690173640388066,0.08937798039632229,0.07027191121048511,0.06317855161582621,0.08065274568225193,0.0709013770715924
2023-12-01,2,hmm_same_regime_cov,756,226,0.0336883078636931,0.012899627965878412,0.06143776888160348,0.04615768100154151,0.06255510586036321,0.03792974977998679,0.04901199486379978
2024-01-02,0,hmm_same_regime_cov,756,209,0.0216439441794973,-0.015939537882818256,0.0660720031271144,0.02906180725810002,0.06719751009982516,0.030701333213710658,0.07110970721348757
2024-02-01,0,hmm_same_regime_cov,756,230,0.0483441731736677,0.031877374503595776,-0.0017487740564033703,0.002809988386072419,0.0023935352615955855,-0.0007293601634256681,0.002753226965312858
2024-03-01,0,hmm_same_regime_cov,756,250,0.021316851983411,0.03035767073630219,0.059384262027702646,0.0351716977956528,0.09021068577987634,0.04151225985826454,0.09422257181460371
2024-04-01,0,hmm_same_regime_cov,756,270,-0.0231729215090923,-0.0032988572120505434,-0.0554245441960315,-0.0670958079215376,-0.08076572824420365,-0.05907361513955666,-0.07445166361862829
2024-05-01,0,hmm_same_regime_cov,756,273,0.0444888169383668,0.03070436841417044,-0.000157302407134379,-0.01926706010539816,0.01628370057691425,-0.014965706510267037,0.016626004870676364
2024-06-03,0,hmm_same_regime_cov,756,284,0.0435414543857879,0.02266183149687943,0.005139364990414742,-0.019091218498452075,-0.021765413399295327,-0.013063015094750425,-0.020071488063905428
2024-07-01,1,hmm_same_regime_cov,384,89,-0.0061246741780536,-0.011640874933592879,0.05505504399327466,0.06384447034333852,0.10513996234308758,0.0755838922660685,0.10513996234308763
2024-08-01,2,hmm_same_regime_cov,756,170,0.0282498843805842,0.014232036929408965,0.056839954665362874,0.04350744131313873,0.08216756266519201,0.045490184415057706,0.07596030830376366
2024-09-03,1,hmm_same_regime_cov,756,169,0.0331185683024422,0.013160265285592146,0.042419879134993066,0.04368103307020399,0.050098021750315296,0.032319184402228605,0.04693102741430617
2024-10-01,0,hmm_same_regime_cov,756,249,0.0231262002743484,-0.009428256691247276,0.03633352971206423,0.016829586598652094,0.049873748612654784,0.023536290358488792,0.05086471753765715
2024-11-01,0,hmm_same_regime_cov,756,247,0.0570713492147128,0.05946404545085106,0.04745637103265926,0.03280831556557824,0.014551291473788456,0.03648970475809355,0.018328807526200634
2024-12-02,3,hmm_same_regime_cov,756,153,-0.0258062609139928,-0.04345659978968649,-0.060327127867379385,-0.043590662427052576,-0.07142429860770104,-0.04928130655478522,-0.07495465673793178
2025-01-02,0,hmm_same_regime_cov,756,248,0.0224582816355658,0.028017807343378897,0.06000375355762701,0.047407638658920226,0.08303899736014742,0.0439781211252129,0.08458871675082733
2025-02-03,0,hmm_same_regime_cov,756,259,-0.0349800580497497,-0.07184484871789572,-0.00557626997892582,0.0033889539558816027,0.004201890945979411,-0.002971278082417205,0.004106269236404582
2025-03-03,3,hmm_same_regime_cov,756,158,-0.0388804790162895,0.017916879814029122,-0.013442156139192514,-0.019263471988180774,-0.010696965772637394,-0.016719884077515058,-0.011056994047267189
2025-04-01,1,hmm_same_regime_cov,756,177,-0.0114622713226519,-0.017543734042675348,0.006916939324909914,-0.03142454096682641,0.06421309694514185,-0.012290162107780904,0.06919706845672836
2025-05-01,2,hmm_same_regime_cov,756,158,0.055365626910969,0.079115107954525,0.03197770313882809,0.015129043509064513,0.019005546797024587,0.008001646137535236,0.01913097680427666
2025-06-02,0,hmm_same_regime_cov,756,255,0.045158596629558,0.08051327963810001,0.01834014344675576,-0.024616236153650436,-0.002048950887384326,-0.016525817913748436,-3.322169181173701e-06
2025-07-01,1,hmm_same_regime_cov,756,187,0.0272160599946225,0.02693045950923497,0.04027385244473023,0.007269393352784332,-0.0006419764272386079,0.007909668908159665,-0.0006428504582476363
2025-08-01,0,hmm_same_regime_cov,756,273,0.0375249615996733,0.051187424869839834,0.03267525061431519,0.00482892663155886,0.0464922461127991,0.011327762418115254,0.03924347951738892
2025-09-02,1,hmm_same_regime_cov,756,195,0.043351888081053,0.01850332893297828,0.012912359339287381,0.006292202590155217,8.633787971293673e-06,0.01345661822861375,-0.0014008962413952428
2025-10-01,0,hmm_same_regime_cov,756,289,0.0283342055750734,0.06372335873239324,0.014261262117850542,-0.011910328584868181,-0.02008084281694717,-0.012510928922646311,-0.02008084281694719
2025-11-03,2,hmm_same_regime_cov,721,108,-0.0026487545300103,0.014696154048223211,0.03732960280581422,0.049378132020909585,0.0437553866905343,0.05728315246520356,0.04305527583347283
2025-12-01,2,hmm_same_regime_cov,756,129,0.0128919743617961,0.026054278022848504,0.00978960588960159,-0.012341078295421068,-0.016084550497025684,-0.006367086308314233,-0.014778144292815468
