date,strategy,ticker,weight,realized_future_return,predicted_return_score,hmm_regime
2024-04-01,EqualWeight_Top10,GILD,0.1,-0.0952248728571064,0.57273203,0
2024-04-01,EqualWeight_Top10,HPQ,0.1,-0.0694535465172556,0.53747827,0
2024-04-01,EqualWeight_Top10,HUM,0.1,-0.1374305595012855,0.6113637,0
2024-04-01,EqualWeight_Top10,JNJ,0.1,-0.0694639629555393,0.5372343,0
2024-04-01,EqualWeight_Top10,PAYX,0.1,-0.0066600823691918,0.53861004,0
2024-04-01,EqualWeight_Top10,VRSK,0.1,-0.0469542440320069,0.5932508,0
2024-04-01,HMM_MinVar_Top10,ADP,0.07388365109730412,-0.0055440842744388,0.55057794,0
2024-04-01,HMM_MinVar_Top10,BIIB,0.04615303025139612,0.0031187365043743,0.565303,0
2024-04-01,HMM_MinVar_Top10,CHTR,0.010827904534601862,-0.0858348923271299,0.56028074,0
2024-04-01,HMM_MinVar_Top10,EA,0.19083001461746887,-0.0407979336307351,0.5412329,0
2024-04-01,HMM_MinVar_Top10,GILD,0.12513869572285,-0.0952248728571064,0.57273203,0
2024-04-01,HMM_MinVar_Top10,HPQ,0.06536709000049784,-0.0694535465172556,0.53747827,0
2024-04-01,HMM_MinVar_Top10,HUM,0.07044489929900427,-0.1374305595012855,0.6113637,0
2024-04-01,HMM_MinVar_Top10,JNJ,0.25,-0.0694639629555393,0.5372343,0
2024-04-01,HMM_MinVar_Top10,PAYX,0.03148159757626591,-0.0066600823691918,0.53861004,0
2024-04-01,HMM_MinVar_Top10,VRSK,0.13587311690061102,-0.0469542440320069,0.5932508,0
2024-04-01,HMM_ScoreMV_Top10,ADP,1.5326790312596965e-17,-0.0055440842744388,0.55057794,0
2024-04-01,HMM_ScoreMV_Top10,BIIB,0.19009318431273656,0.0031187365043743,0.565303,0
2024-04-01,HMM_ScoreMV_Top10,CHTR,0.05990681568726345,-0.0858348923271299,0.56028074,0
2024-04-01,HMM_ScoreMV_Top10,EA,0.0,-0.0407979336307351,0.5412329,0
2024-04-01,HMM_ScoreMV_Top10,GILD,0.25,-0.0952248728571064,0.57273203,0
2024-04-01,HMM_ScoreMV_Top10,HPQ,0.0,-0.0694535465172556,0.53747827,0
2024-04-01,HMM_ScoreMV_Top10,HUM,0.25,-0.1374305595012855,0.6113637,0
2024-04-01,HMM_ScoreMV_Top10,JNJ,3.692507951992599e-17,-0.0694639629555393,0.5372343,0
2024-04-01,HMM_ScoreMV_Top10,PAYX,0.0,-0.0066600823691918,0.53861004,0
2024-04-01,HMM_ScoreMV_Top10,VRSK,0.25,-0.0469542440320069,0.5932508,0
2024-04-01,Static_MinVar_Top10,ADP,0.060873485660722725,-0.0055440842744388,0.55057794,0
2024-04-01,Static_MinVar_Top10,BIIB,0.0061922516280416,0.0031187365043743,0.565303,0
2024-04-01,Static_MinVar_Top10,CHTR,0.018662962073199056,-0.0858348923271299,0.56028074,0
