year,EqualWeight_Top10,Static_MinVar_Top10,Static_ScoreMV_Top10,HMM_MinVar_Top10,HMM_ScoreMV_Top10,SPY
2021,0.4954829768505047,0.5195677553611737,0.4808173456475331,0.5300080191614691,0.45067825574123965,0.29048315881721964
2022,0.08994650238455404,0.10690042639712583,0.16050660437529918,0.10259494498000032,0.12922684256903283,-0.1622656490587414
2023,0.15983619277267702,0.11143113880239452,0.19308658282428048,0.09434891947531199,0.16448487678735102,0.1871994631732703
2024,0.268860076490097,0.11568635060528942,0.3238772289358596,0.14888164900172307,0.3354199900829178,0.2955516355030048
2025,0.27215224815514083,0.03101474130240356,0.22550893785806037,0.07398493704018838,0.22564065045543225,0.19446762270653983
