strategy,mean,std,min,max,avg_monthly_max_weight
EqualWeight_Top10,0.1,0.0,0.1,0.1,0.1
HMM_MinVar_Top10,0.1,0.0897940890238346,0.0,0.25000000000000006,0.24540540343317943
HMM_ScoreMV_Top10,0.1,0.11036337329176309,0.0,0.25000000000000017,0.24999999999999997
Static_MinVar_Top10,0.1,0.0906319910124151,0.0,0.25000000000000006,0.24626098831080473
Static_ScoreMV_Top10,0.1,0.10975400970842482,0.0,0.2500000000000002,0.25
