date,top,bottom,rnd,spy,ic
2021-01-04,0.04425865438161135,0.03400469720809419,0.028633138256867113,0.03459958147998621,0.03688997886791386
2021-02-01,0.041071431066914875,0.14661202637796245,0.05151271130102488,0.027403449288907034,-0.18638782678756952
2021-03-01,0.05276228402947701,0.007892398635824577,0.0417221835873043,0.019241951264453938,0.20783936787498855
2021-04-01,0.0428532626995066,0.02346268782250488,0.03438797600427842,0.04166146730389819,0.04206910686898814
2021-05-03,0.07827921085499483,0.006089687151049289,0.013539548705717998,0.003515064478357921,0.11699118671858988
2021-06-01,-0.02685071986736711,-0.0018284238854756607,0.004579643703547014,0.022468242997173205,-0.04740513530895958
2021-07-01,-0.004189748946828653,0.02765347297509,0.014564942154438534,0.018771972649954227,-0.12088966789407102
2021-08-02,0.0041687174779706185,0.0308233780715775,0.023200111182190182,0.03345599762334617,-0.07824949996819586
2021-09-01,0.02481943151454803,-0.05846633633450602,-0.036058633880658504,-0.04711192433960831,0.25963064788573126
2021-10-01,0.1361116628493558,0.04814664851682544,0.05481028822034679,0.057594902763331346,0.12320642302337251
2021-11-01,-0.05242053332476178,0.0073201932980121506,-0.01729277761204809,-0.009738303000511372,-0.10315285071135266
2021-12-01,0.08233412283760475,0.08247639321493877,0.07582416990939803,0.06067225374376606,-0.03355690467944958
2022-01-03,-0.00949583609709812,-0.06289418202936721,-0.029330941718681048,-0.05183056774676187,0.12740174286703748
2022-02-01,-0.04745775897346556,-0.04054038130245216,-0.016967100618832137,-0.03324870221329723,0.13058639772140984
2022-03-01,0.09732463768617532,0.06264618096335049,0.07241197597605774,0.076756702020782,0.0761051939699345
2022-04-01,-0.08223785758798488,-0.07394917948644233,-0.06218712047925331,-0.08487149861186305,0.00011308139740336842
2022-05-02,0.02383606424054786,-0.008959513074796232,0.01333001378496819,-0.0037396737179195005,0.009496010346947864
2022-06-01,-0.06748461467184186,-0.07800989635214114,-0.07467330605378084,-0.07497839098413539,0.02742365238778438
2022-07-01,0.16953947569108974,0.005480591985773875,0.07060658748839223,0.07745777141584753,0.5919910100289065
2022-08-01,0.014324272788593561,0.015019222530503917,-0.008131018795222246,-0.019816418429204008,0.033463612526591795
2022-09-01,-0.0694525257679195,-0.11619420942340004,-0.08899280933049519,-0.09528473758815603,0.055506003915443386
2022-10-03,0.05241494317114066,0.04205489965510555,0.07559235538138916,0.053462809346793705,0.0019421730004028526
2022-11-01,0.08666437228191101,0.028981003822048795,0.07130190881423573,0.060230938838836234,0.1833614858895619
2022-12-01,-0.04829957874333478,-0.04048731438545185,-0.04513975093543429,-0.05693429735745792,-0.16133464319285326
2023-01-03,0.1422574297380739,0.09035687253150076,0.07323430645251833,0.07872480230227374,0.3254072697203356
