CAGR,sharpe,max_drawdown,top_minus_spy_p,top_minus_random_p,top_minus_bottom_p,avg_ic,ic_p,seed_set,seeds
0.24999198146399992,1.0705371821060918,-0.15531318323492382,0.08003195177726526,0.067462996604149,0.15091216137132016,0.03107256355962491,0.09247012375903037,paper_seeds,"[1, 10, 42, 123, 500, 999, 2025]"
0.2892603027250549,1.1959992502615164,-0.15618920043653495,0.0286455278089338,0.024927291994727648,0.09984623836951163,0.03366135949490059,0.06560986073955902,set_A,"[7, 77, 777, 3, 33, 333, 2026]"
0.2337655353314123,0.9720080093737133,-0.1639486015184699,0.1492224241521799,0.15091906883219028,0.43360910027029254,0.029144309932322927,0.10893890249935699,set_B,"[11, 22, 44, 88, 176, 352, 704]"
0.26796209673380944,1.1364174326920198,-0.15108696492363283,0.052219779768942896,0.05073951785929332,0.1684100299766436,0.03250118610812416,0.07316440486752916,set_C,"[101, 202, 303, 404, 505, 606, 707]"
