year,rank_model_return,spy_return,bottom20_return,top_minus_bottom_return,excess_vs_spy
2021,0.27955237354773144,0.2904831588172194,0.19752037513242282,0.06204541753872461,-0.010930785269487986
2022,0.14213698654769757,-0.16226564905874163,-0.25628043465629924,0.5326615135997563,0.3044026356064392
2023,0.31690255679991175,0.1871994631732703,0.1378993179685435,0.16200364499000197,0.12970309362664145
2024,0.5129014370889173,0.2955516355030048,0.14091606238745324,0.32924146516882424,0.21734980158591255
2025,0.15616085730564033,0.1944676227065396,0.3135050161388764,-0.12459224778361766,-0.03830676540089928
