year,mean_monthly_rebalance_ic,daily_panel_ic
2021,0.019408183794964572,0.05556479739755522
2022,0.09970857981544173,0.10472131437263124
2023,0.06129329780692765,0.04502212227777662
2024,0.08180575095299782,0.05681746233174768
2025,-0.06513386079034976,-0.018652059977824247
