n_months,pearson_corr,pearson_p_value,r2,avg_top10_return,avg_bottom20_return,avg_top_minus_bottom,annualized_top_minus_bottom,top_minus_bottom_t_stat,top_minus_bottom_p_value,avg_top10_excess_vs_random,annualized_top10_excess_vs_random,top_minus_random_p_value,avg_top10_excess_vs_spy,annualized_top10_excess_vs_spy,top_minus_spy_p_value,percent_months_top_beats_bottom,percent_months_top_beats_spy,avg_spearman_ic,median_spearman_ic,percent_positive_ic,spearman_ic_t_stat,spearman_ic_p_value,avg_top10_hits,avg_top10_hit_rate,n_train_rows,n_val_rows,n_test_rows,n_features,n_stocks_loaded
60,0.06035638674482322,1.3178802056214093e-205,-36.43568345032945,0.02199315277693565,0.007846728763610129,0.014146424013325524,0.16975708815990628,2.4727650747417087,0.01630806371156061,0.008880097377015317,0.10656116852418379,0.04651008558316103,0.009619711216947486,0.11543653460336983,0.0480304876984731,0.6,0.5666666666666667,0.039416390315996405,0.017463088838955275,0.5666666666666667,1.897858192476986,0.06261063524470338,0.8666666666666667,0.08666666666666667,653098,101629,256531,69,206
